time,direction,event,FrontL,FrontR,FrontC,BackL,BackR,BackC,FrontLL,FrontRR,run_id
5.728,right,,24.0,24.0,39.0,3.0,4.0,8.0,9.0,7.0,10
5.964,right,,24.0,24.0,39.0,3.0,4.0,8.0,9.0,7.0,10
6.157,right,,24.0,24.0,39.0,3.0,4.0,8.0,9.0,7.0,10
6.391,right,,31.0,16.0,8.0,3.0,4.0,8.0,38.0,5.0,10
6.597,forward,,31.0,16.0,8.0,3.0,4.0,9.0,38.0,6.0,10
6.831,forward,,11.0,18.0,3.0,3.0,4.0,8.0,21.0,5.0,10
7.08,forward,,11.0,18.0,3.0,3.0,4.0,8.0,21.0,5.0,10
7.332,forward,,11.0,18.0,4.0,3.0,3.0,8.0,3.0,5.0,10
7.592,forward,,11.0,18.0,4.0,3.0,3.0,8.0,3.0,5.0,10
7.853,forward,,11.0,18.0,4.0,3.0,3.0,8.0,3.0,5.0,10
8.1,forward,,11.0,18.0,4.0,3.0,3.0,8.0,3.0,5.0,10
8.364,forward,,11.0,18.0,4.0,3.0,3.0,8.0,3.0,5.0,10
8.582,forward,,11.0,18.0,4.0,3.0,3.0,8.0,3.0,5.0,10
8.82,forward,,11.0,18.0,4.0,3.0,3.0,8.0,3.0,5.0,10
0.0,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0.0,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0.244,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0.444,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0.679,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
0.884,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
1.107,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
1.328,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
1.584,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
1.823,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2.05,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2.266,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2.564,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2.811,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3.009,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3.246,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3.464,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3.694,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3.928,forward,,16.0,20.0,23.0,3.0,3.0,7.0,4.0,7.0,11
4.184,forward,,16.0,20.0,23.0,3.0,3.0,7.0,4.0,7.0,11
4.39,forward,,33.0,22.0,33.0,3.0,4.0,8.0,4.0,8.0,11
4.624,,obstacle,54.0,40.0,78.0,3.0,4.0,8.0,8.0,18.0,11
4.879,backward,,230.0,51.0,102.0,3.0,4.0,8.0,13.0,28.0,11
5.075,backward,,230.0,51.0,102.0,3.0,4.0,8.0,13.0,28.0,11
5.304,backward,,550.0,322.0,993.0,3.0,4.0,8.0,132.0,95.0,11
5.591,right,,550.0,322.0,993.0,3.0,4.0,8.0,143.0,202.0,11
5.828,right,,137.0,106.0,277.0,3.0,4.0,8.0,28.0,26.0,11
6.08,right,,44.0,37.0,70.0,3.0,4.0,8.0,13.0,26.0,11
6.329,right,,69.0,25.0,39.0,3.0,4.0,9.0,58.0,5.0,11
6.582,right,,69.0,25.0,39.0,3.0,4.0,9.0,58.0,5.0,11
6.802,forward,,37.0,15.0,13.0,2.0,4.0,10.0,59.0,5.0,11
7.015,forward,,37.0,16.0,4.0,2.0,4.0,10.0,59.0,5.0,11
7.239,forward,,18.0,16.0,4.0,2.0,4.0,8.0,37.0,5.0,11
7.532,forward,,18.0,16.0,4.0,2.0,4.0,8.0,37.0,5.0,11
7.701,forward,,18.0,16.0,4.0,2.0,4.0,8.0,37.0,5.0,11
7.872,forward,,12.0,17.0,3.0,2.0,3.0,8.0,15.0,6.0,11
8.087,forward,,12.0,17.0,3.0,2.0,3.0,8.0,15.0,6.0,11
8.304,forward,,12.0,17.0,3.0,2.0,3.0,8.0,15.0,6.0,11
8.523,forward,,12.0,17.0,3.0,2.0,3.0,8.0,15.0,6.0,11
8.859,forward,,12.0,17.0,3.0,2.0,3.0,8.0,15.0,6.0,11
0.0001583099365234,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0.0001804828643798,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0.4587628841400146,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0.6803743839263916,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
0.894406795501709,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
1.1039817333221436,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
1.3186194896697998,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
1.7013437747955322,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
1.9374821186065676,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2.157386779785156,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2.391479015350342,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2.6065046787261963,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2.817418098449707,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
3.04126524925232,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
3.2508885860443115,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
3.467589855194092,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
3.710425138473511,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
4.016026020050049,forward,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
4.2266845703125,forward,,14.0,20.0,25.0,3.0,4.0,7.0,4.0,8.0,12
4.456812381744385,forward,,14.0,20.0,25.0,3.0,4.0,7.0,4.0,8.0,12
4.706020355224609,forward,,14.0,20.0,25.0,3.0,4.0,7.0,4.0,8.0,12
4.906476259231567,,obstacle,21.0,26.0,52.0,3.0,4.0,8.0,4.0,32.0,12
5.136974096298218,backward,,43.0,80.0,110.0,3.0,4.0,8.0,5.0,51.0,12
5.386411190032959,backward,,62.0,80.0,157.0,3.0,4.0,8.0,5.0,51.0,12
5.610498905181885,backward,,62.0,80.0,157.0,3.0,4.0,8.0,5.0,51.0,12
5.901320934295654,right,,21.0,39.0,64.0,3.0,4.0,8.0,4.0,23.0,12
6.166509628295898,right,,21.0,39.0,64.0,3.0,4.0,8.0,4.0,23.0,12
6.420249223709106,right,,18.0,30.0,51.0,3.0,4.0,8.0,4.0,14.0,12
6.680644273757935,right,,26.0,21.0,35.0,3.0,4.0,8.0,13.0,6.0,12
6.939693212509155,right,,30.0,16.0,24.0,3.0,4.0,9.0,33.0,5.0,12
7.156841278076172,forward,,30.0,16.0,24.0,3.0,4.0,9.0,33.0,5.0,12
7.4054625034332275,forward,,22.0,17.0,3.0,2.0,4.0,9.0,31.0,5.0,12
7.661967039108276,forward,,22.0,17.0,3.0,2.0,4.0,9.0,31.0,5.0,12
7.979213237762451,forward,,22.0,17.0,3.0,2.0,4.0,9.0,31.0,5.0,12
8.221321105957031,forward,,22.0,17.0,3.0,2.0,4.0,9.0,31.0,5.0,12
8.473750591278076,forward,,12.0,17.0,3.0,4.0,3.0,8.0,14.0,5.0,12
8.698009490966797,forward,,12.0,17.0,3.0,4.0,3.0,8.0,14.0,5.0,12
8.93813419342041,forward,,12.0,17.0,3.0,4.0,3.0,8.0,14.0,5.0,12
9.201475381851196,forward,,12.0,17.0,3.0,4.0,3.0,8.0,14.0,5.0,12
9.461727857589722,forward,,12.0,17.0,3.0,4.0,3.0,8.0,14.0,5.0,12
