0,2,0,0,-0.0,0,0
0,1,0,0,-0.0,-0.0,0
0,1,0,0,-2.757889790431301,-0.0,0
0,1,0,0,-2.7563078024343928,-0.0,0
0,2,0,0,-2.7564054119827635,-0.0,0
0,1,0,0,-2.756891824523219,-0.0,0
0,1,0.4582832555200089,0,2.2914162776000446,-0.0,0
0,2,0,0.4582832555200089,-2.7573733815992925,-0.0,0
0,1,0.418716398820679,0,0.0,-0.0,0
0,2,0,0.418716398820679,-2.757337701605021,-0.0,0
0,0,0,0,-2.756830020640529,-0.0,0
0,0,0,0,-0.0,-0.0,0
0,0,0,0,-0.0,-2.757889790431301,0
0,0,0,0,-0.0,-2.7563078024343928,0
0,0,0,0,-0.0,-2.7564054119827635,0
0,2,0,0,-0.0,-2.756891824523219,0
0,0,0,0,-2.7961090579854235,2.2914162776000446,0
0,2,0,0,-2.9215975544837085,-2.7573733815992925,0
0,2,0,0,-3.0467282266944196,0.0,0
0,0,0,0,-0.0,-2.757337701605021,0
0,2,0,0,-3.5700231583371123,-2.756830020640529,0
0,0,0,0,-0.0,-0.0,0
0,2,0,0,-4.642933088582435,-0.0,0
0,0,0,0,-20.0,-0.0,0
0,2,0,0,0,-0.0,0
0,2,0,0,-20.0,-0.0,0
0,0,0,0,-20.0,-2.7961090579854235,0
0,1,0,0,-20.0,-2.9215975544837085,0
0,1,0,0,-20.0,-3.0467282266944196,0
0,1,0,0,0,-0.0,0
0,1,0,0,-20.0,-3.5700231583371123,0
0,1,0,0,-20.0,-0.0,0
0,1,0,0,-20.0,-4.642933088582435,0
0,0,0,0,-20.0,0,0
0,0,0,0,-20.0,0,0
0,1,0,0,-20.0,0,0
0,2,0,0,-20.0,0,0
0,0,0,0,-20.0,0,0
0,0,0,0,-20.0,0,0
0,2,0,0,-20.0,0,0
1,2,0,0,40,0,1
1,1,0.353117451734861,0,0.0,40,1
1,1,0.5871923495742841,0.353117451734861,2.9359617478714206,40,1
1,2,0.353117451734861,0.5871923495742841,1.7655872586743049,40,1
1,2,0,0.353117451734861,-0.0,40,1
1,0,0,0,-0.0,40,1
1,2,0.3149903057255321,0,1.5749515286276605,40,1
1,1,0,0.3149903057255321,-2.7560599297303083,40,1
1,0,0,0,-0.0,40,1
1,0,0,0,-0.0,40,1
1,1,0,0,-0.0,40,1
1,2,0,0,-2.756051841851655,0.0,1
1,2,0,0,-2.756758795384754,2.9359617478714206,1
1,2,0.44757282719800984,0,2.237864135990049,1.7655872586743049,1
1,2,0.8674174785275224,0.44757282719800984,0.0,-0.0,1
1,2,1,0.8674174785275224,5.0,-0.0,1
1,2,1,1,5.0,1.5749515286276605,1
1,0,1,1,0,-2.7560599297303083,1
1,0,1,1,5.0,-0.0,1
1,0,1,1,5.0,-0.0,1
1,0,1,1,0,-0.0,1
1,2,0.9779029130879204,1,4.889514565439602,-2.756051841851655,1
1,1,1,0.9779029130879204,5.0,-2.756758795384754,1
1,1,1,1,5.0,2.237864135990049,1
1,2,1,1,5.0,0.0,1
1,2,0.9779029130879204,1,0.0,5.0,1
1,1,1,0.9779029130879204,5.0,5.0,1
1,0,1,1,0,0,1
